time,level,spatial_ref,no2_conc,o3_conc,co_conc,no_conc,so2_conc
2022-01-12 11:00:00,0.0,0.0,3.3359575,62.230083,172.74573,0.6388258,1.2813824
2022-01-12 12:00:00,0.0,0.0,3.2962632,63.226265,171.4604,0.58939207,1.2779573
2022-01-12 13:00:00,0.0,0.0,3.3775444,64.01028,170.87296,0.49901104,1.2703646
2022-01-12 14:00:00,0.0,0.0,3.6252913,64.29239,171.17467,0.3852283,1.2718172
2022-01-12 15:00:00,0.0,0.0,4.000472,64.06672,172.64929,0.2576856,1.2803862
2022-01-12 16:00:00,0.0,0.0,4.464432,63.38148,174.93213,0.15941082,1.2953821
2022-01-12 17:00:00,0.0,0.0,4.835347,62.419285,177.56348,0.120245814,1.3170427
2022-01-12 18:00:00,0.0,0.0,4.987089,61.633522,179.82652,0.11776588,1.3442321
2022-01-12 19:00:00,0.0,0.0,4.9270215,61.048035,181.45122,0.117487974,1.363012
2022-01-12 20:00:00,0.0,0.0,4.7658772,60.786755,182.03888,0.10800011,1.3690436
